id1,id2,label,pss_ast,hk_ast,js_ast,ws_ast,pss_cfg,hk_cfg,js_cfg,ws_cfg,pss_ddg,hk_ddg,js_ddg,ws_ddg,pss_pdg,hk_pdg,js_pdg,ws_pdg,pss_cpg,hk_cpg,js_cpg,ws_cpg
4407823,1261429,0,0.8074670611805856,0.9990741884429957,0.7588443169623142,0.9821151785164858,0.7570359997764788,0.993334256581752,0.5862274729678312,0.9744313954239423,0.7796071287053075,0.9887826214956988,0.6250797271125201,0.9497115940954676,0.811539430383537,0.9958708943823427,0.6159079301445729,0.9684510642010413,0.8456707832550021,0.9979587373569957,0.82310753060407,0.9851837575914553
15924093,19886621,1,0.773890685784269,0.9979490119218382,0.6584306385560859,0.9767970601890281,0.795727351770933,0.9889634510110609,0.2931430291593996,0.9357362501951647,0.864800612069368,0.9913419776675482,0.5147955527105867,0.9522839422128485,0.8682293196151315,0.9939094751549697,0.42435638480447513,0.9566736464632292,0.8138984145138666,0.9970428516098604,0.5589344374900538,0.9713040005537295
908793,12741414,0,0.9564929380239562,0.9971676555231342,0.7218340774557067,0.9780379742426991,0.8601477426581171,0.9936071430086612,0.6921608802404939,0.9808464412722043,0.9437050235474066,0.9990148454506036,0.6353908459040001,0.9767041684944954,0.9333185237979292,0.9990809100041758,0.6986057640437398,0.9769097639734071,0.9668141320802777,0.9953974138023903,0.7926729843730598,0.9779772378655351
10432260,11776522,1,0.984535095411539,0.9990780146862228,0.7588225418325585,0.9846854130820003,0.8547519381976656,0.9942382050793377,0.5073351146078622,0.9705147466173207,0.9023829358877096,0.9871723640425908,0.5162069061090837,0.9176859010107037,0.9310238721889653,0.9937588944543796,0.6176460825163173,0.9477142543026658,0.9787781517905482,0.9947355492886567,0.7781610845118322,0.9757231875652708
1502583,19604083,0,0.46703146796631584,0.9976817972537569,0.6725984882062666,0.9685336988173555,0.3691393922405241,0.9917436954351578,0.4937894378757939,0.9644146427269353,0.7076845100825093,0.9883771885995419,0.6012077231535026,0.9479990079101772,0.652282041660352,0.9817168169698892,0.5618253348468354,0.8864610276523857,0.5344533932382844,0.9962563015269095,0.7598920921435427,0.960956978923706
14923488,12542686,0,0.6443341808644814,0.9826954129701577,0.647373213892237,0.8976353981136717,0.7239196215679354,0.9954577872188544,0.4552230149569507,0.9588128356292736,0.6464541686140192,0.9835697744137362,0.478682508549059,0.9398685663188682,0.690689521227189,0.9829491886491446,0.4910082479149147,0.9356584734902256,0.701534682172038,0.9850924886186324,0.681950347230465,0.9083546636900703
3772396,2617135,1,0.5397499656969826,0.9926567703749584,0.6110098799007087,0.9714037575611787,0.541511025562108,0.9964752519082286,0.4056277192497616,0.9463767704002138,0.6743785260927219,0.9770308620575052,0.38545465744166696,0.8921913354470867,0.6836516827650772,0.9857621930715773,0.5234144537669098,0.9396213978978946,0.6115269034939379,0.9969300908000921,0.669519222435013,0.9771880532306222
20037335,3673887,1,0.9159065477473542,0.9967881929966457,0.47627661053236436,0.9510964906374245,0.8835344864587444,0.9985336106639637,0.30985336015733045,0.9604438822622601,0.9548554567901786,0.9982915954923268,0.459767232082547,0.9453757206835776,0.9548554567901786,0.9982915954923268,0.459767232082547,0.9453757206835776,0.9436113180471274,0.9960300872815029,0.6663874308804297,0.972261994326224
357304,3352340,0,0.3784497898928233,0.9982966542926832,0.6253080558142304,0.9470162947060525,0.35410151915347443,0.996511996078803,0.605625443799646,0.9716975283862602,0.5183489075451063,0.9905200767233996,0.6089776643366374,0.9132403425196937,0.5478328003821689,0.9829024489319984,0.6171718172750041,0.8973499241036267,0.4735307820831453,0.9965082679829772,0.7681208533642939,0.9654619580671872
6371592,17456434,0,0.353645386154886,0.995897963365982,0.619102535926966,0.9464804669141818,0.32023407000015386,0.9816705696856056,0.42733868222196436,0.9503530033614471,0.3985018362332863,0.9845638093694901,0.44108120785139127,0.8809994963331265,0.43706743120142005,0.9839250617470395,0.524624473573504,0.9548432567730574,0.4451009231571446,0.9868785563164441,0.6888362891937176,0.947481868698717
